neotoma_names,taxon_name
cf. Rubus arcticus,cf_rubus_arcticus
cf. Rubus chamaemorus,cf_rubus_chamaemorus
cf. Rubus idaeus,cf_rubus_idaeus
cf. Rumex,cf_rumex
cf. Ruta,cf_ruta
cf. Rutaceae,cf_rutaceae
cf. Sagina,cf_sagina
cf. Sagittaria,cf_sagittaria
cf. Salix,cf_salix
cf. Salix herbacea,cf_salix_herbacea
cf. Salix polaris,cf_salix_polaris
cf. Sambucus,cf_sambucus
cf. Sambucus nigra,cf_sambucus_nigra
cf. Sambucus racemosa,cf_sambucus_racemosa
cf. Samolus,cf_samolus
cf. Sanguisorba,cf_sanguisorba
cf. Sapindaceae,cf_sapindaceae
cf. Sapium,cf_sapium
cf. Sapotaceae,cf_sapotaceae
cf. Sarcobatus vermiculatus,cf_sarcobatus_vermiculatus
cf. Saussurea,cf_saussurea
cf. Saxifraga,cf_saxifraga
cf. Saxifraga granulata,cf_saxifraga_granulata
cf. Saxifraga oppositifolia,cf_saxifraga_oppositifolia
cf. Saxifraga oppositifolia-type,cf_saxifraga_oppositifolia_type
cf. Saxifraga stellaris-type,cf_saxifraga_stellaris_type
cf. Saxifragaceae,cf_saxifragaceae
cf. Schefflera,cf_schefflera
cf. Scheuchzeria,cf_scheuchzeria
cf. Scheuchzeria palustris,cf_scheuchzeria_palustris
cf. Scleranthus,cf_scleranthus
cf. Scolopia,cf_scolopia
cf. Scrophulariaceae,cf_scrophulariaceae
cf. Scutellaria,cf_scutellaria
cf. Sebastiania,cf_sebastiania
cf. Secale,cf_secale
cf. Sedum,cf_sedum
cf. Sedum-type,cf_sedum_type
cf. Senecio,cf_senecio
cf. Shepherdia,cf_shepherdia
cf. Silene,cf_silene
cf. Simarouba amara,cf_simarouba_amara
cf. Solanaceae,cf_solanaceae
cf. Sorbus,cf_sorbus
cf. Sorbus aucuparia,cf_sorbus_aucuparia
cf. Spondias,cf_spondias
cf. Stachys,cf_stachys
cf. Stachys glutinosa,cf_stachys_glutinosa
cf. Stachytarpheta,cf_stachytarpheta
cf. Stadmania,cf_stadmania
cf. Stellaria,cf_stellaria
cf. Sterculia,cf_sterculia
cf. Stoebe,cf_stoebe
cf. Stratiotes,cf_stratiotes
cf. Streblus,cf_streblus
cf. Suaeda,cf_suaeda
cf. Succisa,cf_succisa
cf. Swertia,cf_swertia
cf. Symmeria,cf_symmeria
cf. Tabernaemontana,cf_tabernaemontana
cf. Tachigali,cf_tachigali
cf. Talisia,cf_talisia
cf. Tanaecium,cf_tanaecium
cf. Taraxacum,cf_taraxacum
cf. Taxus,cf_taxus
cf. Taxus canadensis,cf_taxus_canadensis
cf. Thalictrum,cf_thalictrum
cf. Thalictrum-type,cf_thalictrum_type
cf. Thrinax/Iriartea,cf_thrinax_iriartea
cf. Thymelaeaceae,cf_thymelaeaceae
cf. Thymus,cf_thymus
cf. Tidestromia,cf_tidestromia
cf. Tofieldia,cf_tofieldia
cf. Trapa natans,cf_trapa_natans
cf. Trema,cf_trema
cf. Trema/Lozanella,cf_trema_lozanella
cf. Trichilia,cf_trichilia
cf. Tripsacum,cf_tripsacum
cf. Tristerix,cf_tristerix
cf. Triticum,cf_triticum
cf. Triticum turgidum subsp. dicoccon,cf_triticum_turgidum_subsp_dicoccon
cf. Trollius europaeus,cf_trollius_europaeus
cf. Tsuga,cf_tsuga
cf. Tussilago,cf_tussilago
cf. Tynanthus,cf_tynanthus
cf. Typha angustifolia,cf_typha_angustifolia
cf. Typhaceae,cf_typhaceae
cf. Typhaceae/Potamogetonaceae,cf_typhaceae_potamogetonaceae
cf. Urtica,cf_urtica
cf. Utricularia,cf_utricularia
cf. Vaccinium,cf_vaccinium
cf. Valeriana,cf_valeriana
cf. Valerianella,cf_valerianella
cf. Veratrum,cf_veratrum
cf. Verbascum,cf_verbascum
cf. Verbena,cf_verbena
cf. Verbenaceae,cf_verbenaceae
cf. Vernonia,cf_vernonia
cf. Veronica,cf_veronica
cf. Veronicastrum,cf_veronicastrum
cf. Veronicastrum virginicum,cf_veronicastrum_virginicum
cf. Verrumonocolpites conspicuus,cf_verrumonocolpites_conspicuus
cf. Viburnum,cf_viburnum
cf. Viburnum lentago,cf_viburnum_lentago
cf. Viburnum opulus,cf_viburnum_opulus
cf. Vicia-type,cf_vicia_type
cf. Viola,cf_viola
cf. Violaceae,cf_violaceae
cf. Viscum,cf_viscum
cf. Vitex,cf_vitex
cf. Vitis,cf_vitis
cf. Weinmannia,cf_weinmannia
cf. Xanthium,cf_xanthium
cf. Xanthium-type,cf_xanthium_type
cf. Xyridaceae,cf_xyridaceae
cf. Zamia,cf_zamia
cf. Zanthoxylum,cf_zanthoxylum
cf. Zelkova,cf_zelkova
cf. Ziziphus,cf_ziziphus
cf. Zollernia,cf_zollernia
Chaerophyllum,chaerophyllum
Chaerophyllum-type,chaerophyllum_type
Chaerophyllum aureum,chaerophyllum_aureum
Chaerophyllum bulbosum,chaerophyllum_bulbosum
Chaerophyllum bulbosum-type,chaerophyllum_bulbosum_type
Chaerophyllum hirsutum,chaerophyllum_hirsutum
Chaerophyllum hirsutum-type,chaerophyllum_hirsutum_type
Chaerophyllum temulum,chaerophyllum_temulum
Chaerophyllum temulum-type,chaerophyllum_temulum_type
Chaetachme,chaetachme
Chaetachme aristata,chaetachme_aristata
Chaetocarpus-type,chaetocarpus_type
Chamaebatiaria millefolium,chamaebatiaria_millefolium
Chamaecrista,chamaecrista
Chamaecrista-type,chamaecrista_type
Chamaecrista-type mimosoides,chamaecrista_type_mimosoides
Chamaecrista fasciculata-type,chamaecrista_fasciculata_type
Chamaecyparis,chamaecyparis
Chamaecyparis-type,chamaecyparis_type
Chamaecyparis thyoides,chamaecyparis_thyoides
Chamaedaphne,chamaedaphne
Chamaedaphne calyculata,chamaedaphne_calyculata
Chamaedorea,chamaedorea
Chamaenerion,chamaenerion
Chamaenerion-type,chamaenerion_type
Chamaenerion angustifolium,chamaenerion_angustifolium
Chamaenerion angustifolium-type,chamaenerion_angustifolium_type
Chamaenerion fleischeri,chamaenerion_fleischeri
Chamaenerion latifolium,chamaenerion_latifolium
Chamaerops,chamaerops
Chamaerops humilis,chamaerops_humilis
Chamaesyce,chamaesyce
Chamaesyce-type,chamaesyce_type
Chamissoa,chamissoa
Chamissoa-type,chamissoa_type
Chaptalia,chaptalia
Chardinia,chardinia
Chardinia/Onopordum,chardinia_onopordum
Charpentiera,charpentiera
Chassalia-type,chassalia_type
Cheiloclinium,cheiloclinium
Cheirodendron,cheirodendron
Chelidonium,chelidonium
Chelidonium-type,chelidonium_type
Chelidonium majus,chelidonium_majus
Chelonanthus,chelonanthus
Chelyocarpus,chelyocarpus
Chenopodiaceae sensu stricto,chenopodiaceae_sensu_stricto
Chenopodium,chenopodium
Chenopodium-type,chenopodium_type
Chenopodium album,chenopodium_album
Chenopodium album-type,chenopodium_album_type
Chenopodium hybridum,chenopodium_hybridum
Chenopodium polyspermum,chenopodium_polyspermum
Chenopodium quinoa-type,chenopodium_quinoa_type
Chenopodium rubrum,chenopodium_rubrum
Chenopodium sp.,chenopodium_sp
Chenopodium undiff.,chenopodium_undiff
Chenopodium/Amaranthus,chenopodium_amaranthus
Chenopodium/Thalictrum,chenopodium_thalictrum
Chimaphila,chimaphila
Chiococca,chiococca
Chloraea,chloraea
Chloranthaceae undiff.,chloranthaceae_undiff
Chlorophora,chlorophora
Chlorophytum,chlorophytum
Chlorophytum-type,chlorophytum_type
Chloroxylon swietenia,chloroxylon_swietenia
Chomelia,chomelia
Chomelia-type,chomelia_type
Choretrum,choretrum
Chouxia,chouxia
Chrozophora,chrozophora
Chrozophora brocchiana-type,chrozophora_brocchiana_type
Chrozophora tinctoria,chrozophora_tinctoria
Chrysanthemum,chrysanthemum
Chrysanthemum-type,chrysanthemum_type
Chrysobalanaceae,chrysobalanaceae
Chrysobalanaceae undiff.,chrysobalanaceae_undiff
Chrysobalanus,chrysobalanus
Chrysobalanus-type,chrysobalanus_type
Chrysobalanus/Parinari,chrysobalanus_parinari
Chrysolepis,chrysolepis
Chrysolepis-type,chrysolepis_type
Chrysolepis/Lithocarpus,chrysolepis_lithocarpus
Chrysophyllum,chrysophyllum
Chrysophyllum bangweolense-type,chrysophyllum_bangweolense_type
Chrysophyllum marginatum,chrysophyllum_marginatum
Chrysophyllum undiff.,chrysophyllum_undiff
Chrysophyllum viride-type,chrysophyllum_viride_type
Chrysosplenium,chrysosplenium
Chrysosplenium-type,chrysosplenium_type
Chrysosplenium alternifolium,chrysosplenium_alternifolium
Chrysosplenium oppositifolium,chrysosplenium_oppositifolium
Chrysosplenium undiff.,chrysosplenium_undiff
Chrysothamnus-type,chrysothamnus_type
Chuquiraga,chuquiraga
Chytranthus macrobotrys,chytranthus_macrobotrys
Cicendia,cicendia
Cicendia-type,cicendia_type
Cicendia filiformis,cicendia_filiformis
Cicer arietinum,cicer_arietinum
Cichorieae,cichorieae
Cichorieae undiff.,cichorieae_undiff
Cichorioideae,cichorioideae
Cichorioideae-type,cichorioideae_type
Cichorioideae undiff.,cichorioideae_undiff
Cichorium,cichorium
Cichorium-type,cichorium_type
Cichorium intybus-type,cichorium_intybus_type
Cicuta-type,cicuta_type
Cicuta virosa,cicuta_virosa
Cicuta virosa-type,cicuta_virosa_type
Circaea,circaea
Circaea-type,circaea_type
Circaea alpina,circaea_alpina
Circaea lutetiana,circaea_lutetiana
Circaea lutetiana-type,circaea_lutetiana_type
Cirsium,cirsium
Cirsium-type,cirsium_type
Cirsium acaulon,cirsium_acaulon
Cirsium cf. C. oleraceum,cirsium_cf_c_oleraceum
Cirsium cf. C. palustre,cirsium_cf_c_palustre
Cirsium helenioides,cirsium_helenioides
Cirsium palustre-type,cirsium_palustre_type
Cirsium sp.,cirsium_sp
Cirsium spinosissimum,cirsium_spinosissimum
Cirsium/Carduus,cirsium_carduus
Cirsium/Carduus-type,cirsium_carduus_type
Cirsium/Gundelia,cirsium_gundelia
Cirsium/Gundelia-type,cirsium_gundelia_type
Cirsium/Serratula,cirsium_serratula
Cissampelos,cissampelos
Cissampelos-type,cissampelos_type
Cissampelos-type (C. mucronata),cissampelos_type_c_mucronata
Cissampelos-type mucronata,cissampelos_type_mucronata
Cissampelos cf. C. mucronata,cissampelos_cf_c_mucronata
Cissampelos mucronata,cissampelos_mucronata
Cissampelos mucronata-type,cissampelos_mucronata_type
Cissus,cissus
Cissus-type,cissus_type
Cissus-type quadrangularis,cissus_type_quadrangularis
Cissus phymatocarpa-type,cissus_phymatocarpa_type
Cissus quadrangularis-type,cissus_quadrangularis_type
Cistaceae,cistaceae
Cistaceae undiff.,cistaceae_undiff
Cistanche,cistanche
Cistanthe,cistanthe
Cistus,cistus
Cistus-type,cistus_type
Cistus-type undiff.,cistus_type_undiff
Cistus albidus-type,cistus_albidus_type
Cistus cf. C. albidus,cistus_cf_c_albidus
Cistus cf. C. incanus,cistus_cf_c_incanus
Cistus creticus,cistus_creticus
Cistus incanus-type,cistus_incanus_type
Cistus ladanifer,cistus_ladanifer
Cistus ladanifer-type,cistus_ladanifer_type
Cistus monspeliensis,cistus_monspeliensis
Cistus monspeliensis-type,cistus_monspeliensis_type
Cistus salviifolius,cistus_salviifolius
Cistus salviifolius-type,cistus_salviifolius_type
Cistus undiff.,cistus_undiff
Citharexylum,citharexylum
Citrullus,citrullus
Citrus,citrus
Cladium,cladium
Cladium-type,cladium_type
Cladium mariscoides,cladium_mariscoides
Cladium mariscus,cladium_mariscus
Cladium mariscus subsp. jamaicense,cladium_mariscus_subsp_jamaicense
Cladium undiff.,cladium_undiff
Claoxylon,claoxylon
Clappertonia ficifolia,clappertonia_ficifolia
Classopollis,classopollis
Clausena,clausena
Clausena-type anisata,clausena_type_anisata
Clausena anisata,clausena_anisata
Clausena/Bersama,clausena_bersama
Claytonia,claytonia
Claytonia-type,claytonia_type
Claytonia acutifolia,claytonia_acutifolia
Claytonia arctica,claytonia_arctica
Claytonia sarmentosa,claytonia_sarmentosa
Claytonia undiff.,claytonia_undiff
Claytoniella vassilievii,claytoniella_vassilievii
Cleidion,cleidion
Cleistanthus,cleistanthus
Cleistanthus-type,cleistanthus_type
Cleistanthus-type (C. libericus),cleistanthus_type_c_libericus
Cleistanthus-type libericus,cleistanthus_type_libericus
Cleistanthus-type polystachyus,cleistanthus_type_polystachyus
Cleistocalyx,cleistocalyx
Clematis,clematis
Clematis-type,clematis_type
Clematis dioica,clematis_dioica
Clematis hirsuta,clematis_hirsuta
Clematis mauritiana-type,clematis_mauritiana_type
Clematis vitalba group,clematis_vitalba_group
Cleome,cleome
Cleome-type,cleome_type
Cleome-type gynandra,cleome_type_gynandra
Cleome africana,cleome_africana
Cleome gynandra,cleome_gynandra
Clerodendrum,clerodendrum
Clethra,clethra
Clethra-type,clethra_type
Clethra (type 2),clethra_type_2
Clethra undiff.,clethra_undiff
Clethraceae,clethraceae
Clibadium,clibadium
Clidemia,clidemia
Clidemia comp.,clidemia_comp
Cliffortia,cliffortia
Cliffortia nitidula,cliffortia_nitidula
Cliffortia nitidula-type,cliffortia_nitidula_type
Clinopodium paradoxum,clinopodium_paradoxum
Clinopodium vulgare,clinopodium_vulgare
Clitandra,clitandra
Clitoria,clitoria
Clusia,clusia
Clusia-type,clusia_type
Clusia criuva,clusia_criuva
Clusiaceae,clusiaceae
Clusiaceae undiff.,clusiaceae_undiff
Clusiaceae/Hypericaceae cf. Hypericum,clusiaceae_hypericaceae_cf_hypericum
Clusiella sp.,clusiella_sp
Clutia,clutia
Clutia-type,clutia_type
Clutia abyssinica,clutia_abyssinica
Cnestis-type,cnestis_type
Cnestis ferruginea-type,cnestis_ferruginea_type
Cnidium,cnidium
Coccinia,coccinia
Coccinia-type,coccinia_type
Coccinia-type grandis,coccinia_type_grandis
Coccocypselum,coccocypselum
Coccocypselum sp.,coccocypselum_sp
Coccocypselum/Declieuxia,coccocypselum_declieuxia
Coccoloba,coccoloba
Coccoloba-type,coccoloba_type
Cocculus,cocculus
Cocculus-type,cocculus_type
Cocculus-type hirsutus,cocculus_type_hirsutus
Cocculus hirsutus-type,cocculus_hirsutus_type
Cocculus pendulus,cocculus_pendulus
Cocculus pendulus-type,cocculus_pendulus_type
Cocculus/Pachygone,cocculus_pachygone
Cochlospermum,cochlospermum
Cocos,cocos
Cocos nucifera,cocos_nucifera
Codia,codia
Codonocarpus,codonocarpus
Coffea,coffea
Coffea-type,coffea_type
Cola,cola
Cola-type,cola_type
Cola cf. C. cordifolia,cola_cf_c_cordifolia
Colchicaceae,colchicaceae
Colchicum,colchicum
Colchicum-type,colchicum_type
Colchicum autumnale,colchicum_autumnale
Colchicum autumnale-type,colchicum_autumnale_type
Colchicum filifolium-type,colchicum_filifolium_type
Colchicum montanum,colchicum_montanum
Coleus-type otostegioides,coleus_type_otostegioides
Colignonia,colignonia
Colignonia-type,colignonia_type
Collaea,collaea
Colletia,colletia
Collinsia,collinsia
Collospermum,collospermum
Collospermum comp.,collospermum_comp
Colobanthus,colobanthus
Colobanthus-type,colobanthus_type
Colocasia,colocasia
Colocasia esculenta,colocasia_esculenta
Colophospermum mopane,colophospermum_mopane
Colubrina,colubrina
Colutea,colutea
Comandra,comandra
Comandra umbellata subsp. elegans,comandra_umbellata_subsp_elegans
Comarum,comarum
Comarum-type,comarum_type
Comarum cf. C. palustre,comarum_cf_c_palustre
Comarum palustre,comarum_palustre
Comarum palustre-type,comarum_palustre_type
Combretaceae,combretaceae
Combretaceae-type,combretaceae_type
Combretaceae undiff.,combretaceae_undiff
Combretaceae/Melastomataceae,combretaceae_melastomataceae
Combretaceae/Melastomataceae-type,combretaceae_melastomataceae_type
Combretaceae/Melastomataceae undiff.,combretaceae_melastomataceae_undiff
Combretum,combretum
Combretum-type,combretum_type
Combretum-type (C. molle),combretum_type_c_molle
Combretum-type aculeatum,combretum_type_aculeatum
Combretum-type molle,combretum_type_molle
Combretum aculeatum,combretum_aculeatum
Combretum aculeatum-type,combretum_aculeatum_type
Combretum glutinosum,combretum_glutinosum
Combretum molle-type,combretum_molle_type
Combretum paniculatum,combretum_paniculatum
Comesperma,comesperma
Commelina,commelina
Commelina-type,commelina_type
Commelina-type (C. benghalensis),commelina_type_c_benghalensis
Commelina-type benghalensis,commelina_type_benghalensis
Commelina-type capitata,commelina_type_capitata
Commelina-type forsskaolii,commelina_type_forsskaolii
Commelina benghalensis,commelina_benghalensis
Commelina benghalensis-type,commelina_benghalensis_type
Commelina forskaolii,commelina_forskaolii
Commelina forskaolii-type,commelina_forskaolii_type
Commelinaceae,commelinaceae
Commersonia,commersonia
Commicarpus,commicarpus
Commicarpus-type,commicarpus_type
Commiphora,commiphora
Commiphora-type,commiphora_type
Commiphora africana,commiphora_africana
Commiphora africana-type,commiphora_africana_type
Commiphora edulis-type,commiphora_edulis_type
Commiphora edulis subsp. boiviniana-type,commiphora_edulis_subsp_boiviniana_type
Comptonia,comptonia
Comptonia peregrina,comptonia_peregrina
Conceveibum,conceveibum
Conceveibum cordatum,conceveibum_cordatum
Coniferae,coniferae
Coniferae-type,coniferae_type
Coniferae (saccate),coniferae_saccate
Coniferae undiff.,coniferae_undiff
Conioselinum,conioselinum
Conioselinum gmelinii,conioselinum_gmelinii
Conium-type,conium_type
Conium maculatum,conium_maculatum
Conium maculatum-type,conium_maculatum_type
Connaraceae,connaraceae
Connarus,connarus
Connarus-type,connarus_type
Conocarpus,conocarpus
Conocarpus-type,conocarpus_type
Conocarpus erectus,conocarpus_erectus
Conopodium-type,conopodium_type
Conopodium majus,conopodium_majus
Consolida,consolida
Consolida-type,consolida_type
Consolida ambigua-type,consolida_ambigua_type
Consolida regalis-type,consolida_regalis_type
Convallaria,convallaria
Convallaria-type,convallaria_type
Convallaria majalis,convallaria_majalis
Convolvulaceae,convolvulaceae
Convolvulaceae (stephanocolpate),convolvulaceae_stephanocolpate
Convolvulaceae (type 1),convolvulaceae_type_1
Convolvulaceae (type 2),convolvulaceae_type_2
Convolvulaceae undiff.,convolvulaceae_undiff
Convolvulus,convolvulus
Convolvulus-type,convolvulus_type
Convolvulus arvensis,convolvulus_arvensis
Convolvulus arvensis-type,convolvulus_arvensis_type
Convolvulus undiff.,convolvulus_undiff
Conyza,conyza
Copaifera,copaifera
Copaifera-type,copaifera_type
Copaifera aff. C. coriacea,copaifera_aff_c_coriacea
Copernicia,copernicia
Coprosma,coprosma
Coprosma quadrifida,coprosma_quadrifida
Coprosma/Opercularia,coprosma_opercularia
Coprosma/Pomax,coprosma_pomax
Coptis,coptis
Coptis-type,coptis_type
Coptis aspleniifolia,coptis_aspleniifolia
Coptis trifolia,coptis_trifolia
Coptosperma-type (C. graveolens),coptosperma_type_c_graveolens
Coptosperma-type graveolens,coptosperma_type_graveolens
Corbichonia-type decumbens,corbichonia_type_decumbens
Corchorus,corchorus
Corchorus-type,corchorus_type
Corchorus-type fascicularis,corchorus_type_fascicularis
Cordia,cordia
Cordia-type,cordia_type
Cordia (type 1),cordia_type_1
Cordia (type 2),cordia_type_2
Cordia africana-type,cordia_africana_type
Cordia cf. C. bicolor,cordia_cf_c_bicolor
Cordia cf. C. cylindrostachya,cordia_cf_c_cylindrostachya
Cordia cylindrostachya,cordia_cylindrostachya
Cordia cylindrostachya-type,cordia_cylindrostachya_type
Cordia gerascanthus-type,cordia_gerascanthus_type
Cordia platythyrsa-type,cordia_platythyrsa_type
Cordia sp.,cordia_sp
Cordia/Bourreria-type,cordia_bourreria_type
Cordia/Hilsenbergia-type,cordia_hilsenbergia_type
Cordyline,cordyline
Corema album,corema_album
Coriandrum sativum,coriandrum_sativum
Coriandrum sp.,coriandrum_sp
Coriaria,coriaria
Coriaria myrtifolia,coriaria_myrtifolia
Cornaceae,cornaceae
Cornaceae-type,cornaceae_type
Cornulaca,cornulaca
Cornulaca-type,cornulaca_type
Cornulaca monacantha,cornulaca_monacantha
Cornulaca/Aerva,cornulaca_aerva
Cornus,cornus
Cornus alternifolia,cornus_alternifolia
Cornus amomum-type,cornus_amomum_type
Cornus canadensis,cornus_canadensis
Cornus canadensis-type,cornus_canadensis_type
Cornus cf. C. rugosa,cornus_cf_c_rugosa
Cornus cf. C. sericea,cornus_cf_c_sericea
Cornus cf. C. suecica,cornus_cf_c_suecica
Cornus florida,cornus_florida
Cornus mas,cornus_mas
Cornus mas-type,cornus_mas_type
Cornus mas/C. suecica,cornus_mas_c_suecica
Cornus racemosa,cornus_racemosa
Cornus rugosa,cornus_rugosa
Cornus sanguinea,cornus_sanguinea
Cornus sanguinea-type,cornus_sanguinea_type
Cornus sericea,cornus_sericea
Cornus sericea-type,cornus_sericea_type
Cornus subg. Afrocrania,cornus_subg_afrocrania
Cornus subg. Thelycrania,cornus_subg_thelycrania
Cornus suecica,cornus_suecica
Cornus suecica-type,cornus_suecica_type
Cornus suecica (thick wall),cornus_suecica_thick_wall
Cornus unalaschkensis,cornus_unalaschkensis
Cornus undiff.,cornus_undiff
Cornus volkensii,cornus_volkensii
Coronilla,coronilla
Coronilla-type,coronilla_type
Coronilla undiff.,coronilla_undiff
Coronilla varia-type,coronilla_varia_type
Correa,correa
Corrigiola,corrigiola
Corrigiola litoralis,corrigiola_litoralis
Corrigiola litoralis-type,corrigiola_litoralis_type
Corrigiola telephiifolia,corrigiola_telephiifolia
Corrigiola telephiifolia-type,corrigiola_telephiifolia_type
Corydalis,corydalis
Corydalis cava-type,corydalis_cava_type
Corydalis pumila-type,corydalis_pumila_type
Corydalis solida-type,corydalis_solida_type
Coryloideae,coryloideae
Corylus,corylus
Corylus-type,corylus_type
Corylus (corroded),corylus_corroded
Corylus americana,corylus_americana
Corylus avellana,corylus_avellana
Corylus avellana-type,corylus_avellana_type
Corylus cornuta,corylus_cornuta
Corylus undiff.,corylus_undiff
Corylus/Myrica,corylus_myrica
Corylus/Myrica undiff.,corylus_myrica_undiff
Corymbia,corymbia
Corymbia dichromophloia,corymbia_dichromophloia
Corymbia intermedia,corymbia_intermedia
Corymbia ptychocarpa,corymbia_ptychocarpa
Corymbia terminalis,corymbia_terminalis
Corynocarpus,corynocarpus
Costus,costus
Cotinus,cotinus
Cotinus-type,cotinus_type
Cotinus coggygria,cotinus_coggygria
Cotoneaster,cotoneaster
Cotoneaster-type,cotoneaster_type
Cotula,cotula
Cotula anthemoides,cotula_anthemoides
Couepia,couepia
Couepia sp.,couepia_sp
Coula-type,coula_type
Coula edulis,coula_edulis
Couratari,couratari
Cousinia,cousinia
Cousinia-type,cousinia_type
Coussapoa,coussapoa
Coutarea,coutarea
Coutoubea-type,coutoubea_type
Crassocephalum-type (C. montuosum),crassocephalum_type_c_montuosum
Crassocephalum-type montuosum,crassocephalum_type_montuosum
Crassocephalum montuosum-type,crassocephalum_montuosum_type
Crassula,crassula
Crassula-type,crassula_type
Crassula-type alba,crassula_type_alba
Crassula granvikii-type,crassula_granvikii_type
Crassula/Ficalhoa,crassula_ficalhoa
Crassulaceae,crassulaceae
Crassulaceae undiff.,crassulaceae_undiff
Crassulaceae?,crassulaceae_2
Crataegus,crataegus
Crataegus-type,crataegus_type
Crataegus monogyna,crataegus_monogyna
Crataegus monogyna-type,crataegus_monogyna_type
Crataegus/Sorbus,crataegus_sorbus
Craterispermum,craterispermum
Crateva-type adansonii,crateva_type_adansonii
Crateva adansonii,crateva_adansonii
Crenea-type,crenea_type
Crepis,crepis
Crepis-type,crepis_type
Crepis aurea,crepis_aurea
Crepis paludosa,crepis_paludosa
Crescentia,crescentia
Cressa,cressa
Cressa-type,cressa_type
Cressa-type (C. cretica),cressa_type_c_cretica
Crinum,crinum
Crinum-type natans,crinum_type_natans
Crinum natans-type,crinum_natans_type
Crocus,crocus
Crocus-type,crocus_type
Crocus vernus,crocus_vernus
Crossopetalum,crossopetalum
Crossopteryx,crossopteryx
Crossopteryx-type,crossopteryx_type
Crossopteryx-type febrifuga,crossopteryx_type_febrifuga
Crossopteryx febrifuga,crossopteryx_febrifuga
Crotalaria,crotalaria
Crotalaria-type,crotalaria_type
Croton,croton
Croton-type,croton_type
Croton-type I,croton_type_i
Croton-type II,croton_type_ii
Croton-type III,croton_type_iii
Croton bogotanus,croton_bogotanus
Croton comp.,croton_comp
Croton sect. Julocroton,croton_sect_julocroton
Croton sp.,croton_sp
Croton undiff.,croton_undiff
Croton fianarantsoae,croton_fianarantsoae
Croton macrobuxus,croton_macrobuxus
Croton/Neoboutonia,croton_neoboutonia
Crotonoideae,crotonoideae
Crudia,crudia
Crudia-type,crudia_type
Crudia-type (C. zenkeri),crudia_type_c_zenkeri
Crudia-type gabonensis,crudia_type_gabonensis
Crudia amazonica,crudia_amazonica
Crupina,crupina
Crupina-type,crupina_type
Cryosophila,cryosophila
Cryptandra,cryptandra
Cryptantha,cryptantha
Cryptocarpus,cryptocarpus
Cryptomeria,cryptomeria
Cucumis,cucumis
Cucumis-type,cucumis_type
Cucumis-type dipsaceus,cucumis_type_dipsaceus
Cucumis sativus,cucumis_sativus
Cucumis dipsaceus-type,cucumis_dipsaceus_type
Cucurbita,cucurbita
Cucurbita maxima,cucurbita_maxima
Cucurbita pepo,cucurbita_pepo
Cucurbitaceae,cucurbitaceae
Cucurbitaceae undiff.,cucurbitaceae_undiff
Culcasia scandens,culcasia_scandens
Cunoniaceae,cunoniaceae
Cunoniaceae (dicolpate),cunoniaceae_dicolpate
Cunoniaceae (tricolpate),cunoniaceae_tricolpate
"Cunoniaceae (tricolporate, very fine reticulate, 12 µm, cf. Weinmannia)",cunoniaceae_tricolporate_very_fine_reticulate_12_mu_m_cf_weinmannia
Cunoniaceae cf. Weinmannia,cunoniaceae_cf_weinmannia
Cunoniaceae/Elaeocarpaceae,cunoniaceae_elaeocarpaceae
Cupania,cupania
Cupania (type 1),cupania_type_1
Cupania (type 2),cupania_type_2
Cupania (type 3),cupania_type_3
Cupaniopsis,cupaniopsis
Cupaniopsis comp.,cupaniopsis_comp
Cuphea,cuphea
Cuphea (type 1),cuphea_type_1
Cuphea (type 3),cuphea_type_3
Cuphea (type A),cuphea_type_a
Cuphea (type B),cuphea_type_b
Cuphea carthagenensis,cuphea_carthagenensis
Cuphea cf. C. ingrata,cuphea_cf_c_ingrata
Cuphea cf. C. urbaniana,cuphea_cf_c_urbaniana
Cuphea micrantha,cuphea_micrantha
Cupressaceae,cupressaceae
Cupressaceae-type,cupressaceae_type
Cupressaceae cf. Calocedrus,cupressaceae_cf_calocedrus
Cupressaceae cf. Sequoiadendron,cupressaceae_cf_sequoiadendron
Cupressaceae cf. Thuja occidentalis,cupressaceae_cf_thuja_occidentalis
Cupressaceae undiff.,cupressaceae_undiff
Cupressaceae/Taxaceae,cupressaceae_taxaceae
Cupressaceae/Taxaceae undiff.,cupressaceae_taxaceae_undiff
Cupressus,cupressus
Cupressus-type,cupressus_type
Cupressus lusitanica,cupressus_lusitanica
Curatella,curatella
Curatella-type,curatella_type
Curatella americana,curatella_americana
Curatella americana (type 1),curatella_americana_type_1
Curatella americana (type 2),curatella_americana_type_2
Curatella americana (type 3),curatella_americana_type_3
Curculigo,curculigo
Cuscuta,cuscuta
Cuscuta-type,cuscuta_type
Cuscuta epithymum,cuscuta_epithymum
Cuscuta europaea,cuscuta_europaea
Cuscuta europaea-type,cuscuta_europaea_type
Cuscuta lupuliformis,cuscuta_lupuliformis
Cussonia,cussonia
Cussonia-type,cussonia_type
Cussonia arborea-type,cussonia_arborea_type
Cussonia/Schefflera,cussonia_schefflera
Cuviera,cuviera
Cyanea,cyanea
Cyanus mollis-type,cyanus_mollis_type
Cyanus triumfettii,cyanus_triumfettii
Cyanus triumfettii-type,cyanus_triumfettii_type
Cyathula,cyathula
Cyathula-type,cyathula_type
Cyathula-type (C. orthacantha),cyathula_type_c_orthacantha
Cyathula-type orthacantha,cyathula_type_orthacantha
